Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score,Stress_Num,Risk_Index,Risk_Level,En_Riesgo,Usage_Level,Sleep_Deficit,Unlocks_Per_Hour,Study_Usage_Ratio
24,Female,Other,Graduate,YouTube,Education,3.4,149,4.5,1.7,8.2,Low,8.2,0,0.226,Bajo,False,Bajo,False,43.8,1.32
22,Female,Other,Undergraduate,Twitter,News,2.6,97,4.0,1.7,7.5,Low,8.5,0,0.23,Bajo,False,Bajo,False,37.3,1.54
20,Female,USA,Undergraduate,Twitter,News,5.1,176,1.7,2.2,6.5,High,6.9,2,0.641,Medio,False,Alto,False,34.5,0.33
23,Female,Other,Graduate,Instagram,Entertainment,5.8,202,3.9,1.8,6.2,High,6.2,2,0.589,Medio,False,Alto,False,34.8,0.67
19,Male,Australia,Undergraduate,Instagram,Entertainment,4.3,142,2.7,1.6,6.7,Medium,6.3,1,0.522,Medio,False,Moderado,False,33.0,0.63
20,Female,Other,Undergraduate,TikTok,Entertainment,2.5,100,4.6,1.6,7.7,Medium,8.5,1,0.316,Bajo,False,Bajo,False,40.0,1.84
22,Female,Other,Undergraduate,YouTube,Education,5.8,181,3.7,1.2,6.0,High,4.7,2,0.683,Medio,False,Alto,False,31.2,0.64
20,Male,Other,Undergraduate,LinkedIn,Education,2.5,92,7.8,2.3,7.4,Medium,8.2,1,0.199,Bajo,False,Bajo,False,36.8,3.12
19,Female,Australia,Undergraduate,TikTok,Entertainment,6.4,191,1.0,2.0,5.5,Very High,4.4,3,0.925,Alto,True,Muy alto,True,29.8,0.16
20,Male,Other,Undergraduate,Twitter,News,7.8,227,1.0,0.5,5.2,Very High,5.2,3,0.879,Alto,True,Muy alto,True,29.1,0.13
20,Male,USA,Undergraduate,Twitter,News,6.5,205,1.8,1.3,4.5,Very High,4.2,3,0.903,Alto,True,Muy alto,True,31.5,0.28
22,Female,India,Undergraduate,YouTube,Education,3.0,121,6.4,2.6,8.9,Low,7.1,0,0.21,Bajo,False,Bajo,False,40.3,2.13
24,Female,Other,Graduate,Facebook,Networking,1.5,62,5.7,1.4,7.2,Low,7.6,0,0.21,Bajo,False,Bajo,False,41.3,3.8
19,Female,Other,Undergraduate,TikTok,Entertainment,8.1,260,1.0,1.5,5.6,Very High,5.5,3,0.861,Alto,True,Muy alto,True,32.1,0.12
21,Female,Other,Undergraduate,Snapchat,Entertainment,2.6,117,6.0,1.8,7.4,Medium,7.4,1,0.32,Bajo,False,Bajo,False,45.0,2.31
18,Male,Other,High School,Snapchat,Entertainment,2.7,94,5.6,2.5,8.5,Low,7.6,0,0.215,Bajo,False,Bajo,False,34.8,2.07
23,Female,Other,Graduate,Snapchat,Entertainment,2.4,118,5.3,2.5,7.6,Medium,7.6,1,0.338,Bajo,False,Bajo,False,49.2,2.21
23,Female,Other,Graduate,TikTok,Entertainment,6.6,191,1.3,1.9,6.0,High,5.0,2,0.767,Alto,True,Muy alto,False,28.9,0.2
22,Male,USA,Undergraduate,YouTube,Education,3.8,142,3.1,2.3,7.9,Medium,7.3,1,0.448,Bajo,False,Bajo,False,37.4,0.82
21,Female,USA,Undergraduate,LinkedIn,Education,5.8,188,2.0,0.4,7.0,High,6.4,2,0.657,Medio,False,Alto,False,32.4,0.34
20,Male,Other,Undergraduate,LinkedIn,Education,8.2,249,1.0,0.6,6.0,Very High,5.7,3,0.85,Alto,True,Muy alto,False,30.4,0.12
22,Male,Other,Undergraduate,Facebook,Networking,4.5,175,3.7,1.9,6.0,High,6.3,2,0.591,Medio,False,Moderado,False,38.9,0.82
18,Female,Other,High School,Twitter,News,5.6,202,2.0,1.5,4.8,Very High,5.9,3,0.797,Alto,True,Alto,True,36.1,0.36
20,Male,Other,Undergraduate,TikTok,Entertainment,3.5,123,4.9,2.4,7.9,High,7.8,2,0.455,Bajo,False,Bajo,False,35.1,1.4
23,Female,Other,Graduate,YouTube,Education,2.9,120,5.9,2.7,7.3,Medium,8.5,1,0.261,Bajo,False,Bajo,False,41.4,2.03
19,Male,USA,Undergraduate,TikTok,Entertainment,6.6,228,1.5,1.7,5.9,Very High,5.0,3,0.869,Alto,True,Muy alto,True,34.5,0.23
24,Male,India,Graduate,Twitter,News,8.0,254,1.0,0.9,5.1,Very High,5.3,3,0.873,Alto,True,Muy alto,True,31.8,0.12
18,Male,Other,High School,LinkedIn,Education,7.3,242,1.0,0.3,5.1,Very High,4.1,3,0.942,Alto,True,Muy alto,True,33.2,0.14
19,Female,Other,Undergraduate,Twitter,News,2.5,104,5.5,2.1,7.3,Low,8.3,0,0.179,Bajo,False,Bajo,False,41.6,2.2
19,Male,Canada,Undergraduate,TikTok,Entertainment,2.6,101,4.8,2.6,8.4,Low,8.2,0,0.214,Bajo,False,Bajo,False,38.8,1.85
24,Male,India,Graduate,Twitter,News,2.3,102,6.0,1.9,8.3,Low,8.9,0,0.123,Bajo,False,Bajo,False,44.3,2.61
21,Male,Other,Undergraduate,Twitter,News,5.3,189,2.6,2.0,7.3,Medium,6.1,1,0.538,Medio,False,Alto,False,35.7,0.49
19,Female,Other,Undergraduate,Snapchat,Entertainment,7.7,254,2.0,1.5,5.7,Very High,5.3,3,0.831,Alto,True,Muy alto,True,33.0,0.26
19,Female,Other,Undergraduate,Snapchat,Entertainment,4.6,167,4.7,1.9,6.2,High,6.2,2,0.555,Medio,False,Moderado,False,36.3,1.02
21,Male,Other,Undergraduate,YouTube,Education,5.9,200,2.4,0.0,7.1,High,6.4,2,0.64,Medio,False,Alto,False,33.9,0.41
18,Male,Other,High School,LinkedIn,Education,7.5,232,1.0,0.5,5.0,Very High,5.4,3,0.867,Alto,True,Muy alto,True,30.9,0.13
18,Male,Canada,High School,LinkedIn,Education,6.3,194,1.0,2.4,6.0,High,6.0,2,0.722,Medio,False,Alto,False,30.8,0.16
19,Male,Other,Undergraduate,YouTube,Education,5.3,173,3.7,1.4,7.0,High,6.7,2,0.568,Medio,False,Alto,False,32.6,0.7
23,Female,Other,Graduate,TikTok,Entertainment,1.6,84,6.6,1.6,8.7,Low,8.9,0,0.098,Bajo,False,Bajo,False,52.5,4.12
20,Male,Other,Undergraduate,LinkedIn,Education,6.5,219,1.9,2.0,4.5,Very High,4.7,3,0.87,Alto,True,Muy alto,True,33.7,0.29
20,Female,Other,Undergraduate,Twitter,News,8.2,251,1.0,1.0,5.0,Very High,5.9,3,0.838,Alto,True,Muy alto,True,30.6,0.12
23,Male,Other,Graduate,LinkedIn,Education,6.1,208,2.6,2.0,5.9,Very High,4.8,3,0.835,Alto,True,Alto,True,34.1,0.43
22,Male,Other,Undergraduate,LinkedIn,Education,5.7,168,2.7,1.7,7.3,High,6.9,2,0.599,Medio,False,Alto,False,29.5,0.47
19,Female,Other,Undergraduate,Twitter,News,5.1,182,2.0,2.0,7.1,High,6.6,2,0.645,Medio,False,Alto,False,35.7,0.39
24,Male,Other,Graduate,Twitter,News,3.8,140,3.8,2.2,6.3,Medium,6.2,1,0.482,Bajo,False,Bajo,False,36.8,1.0
20,Male,India,Undergraduate,YouTube,Education,5.7,206,2.5,1.9,5.1,Very High,4.2,3,0.873,Alto,True,Alto,True,36.1,0.44
20,Female,UK,Undergraduate,Facebook,Networking,6.6,208,1.4,2.5,5.3,Very High,4.6,3,0.896,Alto,True,Muy alto,True,31.5,0.21
20,Male,USA,Undergraduate,Instagram,Entertainment,8.3,251,1.0,1.4,5.1,Very High,5.8,3,0.844,Alto,True,Muy alto,True,30.2,0.12
20,Male,Other,Undergraduate,Instagram,Entertainment,7.1,207,1.0,0.4,6.0,Very High,4.5,3,0.919,Alto,True,Muy alto,False,29.2,0.14
18,Male,Other,High School,Facebook,Networking,3.0,132,4.8,2.5,8.4,Medium,7.9,1,0.342,Bajo,False,Bajo,False,44.0,1.6
22,Male,Other,Undergraduate,Instagram,Entertainment,8.5,265,1.0,1.4,6.0,Very High,5.3,3,0.873,Alto,True,Muy alto,False,31.2,0.12
24,Female,Other,Graduate,Twitter,News,3.5,146,5.7,2.7,7.2,Medium,7.3,1,0.339,Bajo,False,Bajo,False,41.7,1.63
18,Female,USA,High School,Twitter,News,3.8,123,2.1,1.8,8.4,Medium,7.2,1,0.495,Medio,False,Bajo,False,32.4,0.55
19,Male,Other,Undergraduate,Instagram,Entertainment,2.0,83,5.8,3.1,7.1,Medium,8.2,1,0.283,Bajo,False,Bajo,False,41.5,2.9
18,Female,Other,High School,Twitter,News,4.2,165,3.9,2.4,6.9,High,6.8,2,0.554,Medio,False,Moderado,False,39.3,0.93
21,Female,Other,Undergraduate,YouTube,Education,4.5,138,3.7,3.2,6.1,High,6.3,2,0.591,Medio,False,Moderado,False,30.7,0.82
24,Female,Other,Graduate,YouTube,Education,4.2,150,3.5,1.6,7.3,High,6.1,2,0.611,Medio,False,Moderado,False,35.7,0.83
24,Female,Other,Graduate,Facebook,Networking,5.6,181,1.0,1.3,5.5,High,4.1,2,0.831,Alto,True,Alto,True,32.3,0.18
21,Female,India,Undergraduate,Facebook,Networking,3.1,139,5.2,2.1,7.2,Medium,8.5,1,0.291,Bajo,False,Bajo,False,44.8,1.68
19,Female,Other,Undergraduate,Instagram,Entertainment,5.9,206,3.5,1.3,5.5,High,4.0,2,0.732,Medio,False,Alto,True,34.9,0.59
22,Female,India,Undergraduate,YouTube,Education,7.5,247,1.0,0.7,5.5,Very High,4.7,3,0.907,Alto,True,Muy alto,True,32.9,0.13
20,Male,Other,Undergraduate,Snapchat,Entertainment,3.8,131,4.9,0.7,6.7,High,6.2,2,0.547,Medio,False,Bajo,False,34.5,1.29
21,Female,Other,Undergraduate,LinkedIn,Education,3.3,130,4.4,2.0,8.9,Low,7.9,0,0.248,Bajo,False,Bajo,False,39.4,1.33
24,Male,Other,Graduate,Facebook,Networking,4.1,155,3.9,2.2,6.1,Medium,6.0,1,0.489,Medio,False,Moderado,False,37.8,0.95
19,Female,Other,Undergraduate,YouTube,Education,6.8,233,1.0,1.1,5.6,Very High,5.0,3,0.89,Alto,True,Muy alto,True,34.3,0.15
23,Male,Other,Graduate,Snapchat,Entertainment,3.5,112,4.2,3.1,7.0,Medium,6.0,1,0.476,Bajo,False,Bajo,False,32.0,1.2
19,Male,Canada,Undergraduate,YouTube,Education,3.4,149,5.6,2.2,8.5,Low,8.0,0,0.192,Bajo,False,Bajo,False,43.8,1.65
19,Male,Other,Undergraduate,LinkedIn,Education,5.8,184,2.7,2.2,6.3,Very High,6.4,3,0.738,Medio,False,Alto,False,31.7,0.47
19,Female,India,Undergraduate,TikTok,Entertainment,6.0,180,3.4,1.6,6.8,High,6.5,2,0.592,Medio,False,Alto,False,30.0,0.57
23,Female,Other,Graduate,TikTok,Entertainment,3.0,124,5.9,2.7,8.6,Low,7.7,0,0.196,Bajo,False,Bajo,False,41.3,1.97
19,Male,USA,Undergraduate,Twitter,News,5.0,181,3.4,1.9,7.5,High,6.6,2,0.586,Medio,False,Moderado,False,36.2,0.68
24,Female,India,Graduate,Twitter,News,5.5,167,3.9,2.3,4.6,High,5.1,2,0.652,Medio,False,Alto,True,30.4,0.71
20,Female,India,Undergraduate,TikTok,Entertainment,5.3,158,3.1,1.7,6.0,Very High,6.5,3,0.716,Medio,False,Alto,False,29.8,0.58
21,Male,Canada,Undergraduate,Facebook,Networking,5.6,200,3.1,1.8,6.0,High,6.3,2,0.616,Medio,False,Alto,False,35.7,0.55
19,Female,India,Undergraduate,Facebook,Networking,5.8,207,2.0,1.7,7.4,High,6.5,2,0.651,Medio,False,Alto,False,35.7,0.34
18,Male,Other,High School,Twitter,News,2.2,86,5.9,2.3,8.3,Medium,7.4,1,0.325,Bajo,False,Bajo,False,39.1,2.68
24,Male,Other,Graduate,LinkedIn,Education,1.7,103,5.7,2.8,8.4,Low,7.6,0,0.21,Bajo,False,Bajo,False,60.6,3.35
21,Male,India,Undergraduate,Instagram,Entertainment,3.0,136,5.8,3.4,7.2,Medium,7.2,1,0.34,Bajo,False,Bajo,False,45.3,1.93
18,Female,Other,High School,TikTok,Entertainment,4.7,181,2.4,1.7,6.6,High,7.0,2,0.605,Medio,False,Moderado,False,38.5,0.51
23,Male,Other,Graduate,YouTube,Education,6.2,188,2.4,1.7,5.9,High,5.6,2,0.686,Medio,False,Alto,True,30.3,0.39
18,Male,Other,High School,TikTok,Entertainment,6.2,203,1.6,2.1,5.9,Very High,4.9,3,0.871,Alto,True,Alto,True,32.7,0.26
20,Female,Other,Undergraduate,Instagram,Entertainment,1.9,111,7.0,3.1,7.8,Low,7.8,0,0.144,Bajo,False,Bajo,False,58.4,3.68
23,Male,UK,Graduate,LinkedIn,Education,2.6,126,6.0,2.4,8.8,Low,8.1,0,0.169,Bajo,False,Bajo,False,48.5,2.31
18,Male,Other,High School,Facebook,Networking,5.9,196,3.6,0.3,6.1,High,6.2,2,0.601,Medio,False,Alto,False,33.2,0.61
20,Male,Other,Undergraduate,LinkedIn,Education,3.9,129,4.7,2.3,6.9,Medium,6.6,1,0.421,Bajo,False,Moderado,False,33.1,1.21
22,Female,India,Undergraduate,Instagram,Entertainment,7.1,205,1.0,0.1,5.1,Very High,4.1,3,0.942,Alto,True,Muy alto,True,28.9,0.14
19,Male,USA,Undergraduate,Twitter,News,3.9,132,4.0,2.8,6.1,Medium,6.0,1,0.485,Medio,False,Moderado,False,33.8,1.03
20,Male,Other,Undergraduate,TikTok,Entertainment,8.0,227,1.0,1.1,4.9,Very High,4.8,3,0.902,Alto,True,Muy alto,True,28.4,0.12
24,Male,Other,Graduate,Snapchat,Entertainment,5.9,179,1.7,2.0,6.1,High,6.1,2,0.687,Medio,False,Alto,False,30.3,0.29
24,Female,Australia,Graduate,Facebook,Networking,8.4,237,1.0,0.4,5.9,Very High,5.5,3,0.861,Alto,True,Muy alto,True,28.2,0.12
21,Female,Other,Undergraduate,YouTube,Education,7.5,242,1.0,0.3,4.7,Very High,6.0,3,0.833,Alto,True,Muy alto,True,32.3,0.13
20,Female,Australia,Undergraduate,Snapchat,Entertainment,7.5,235,1.0,1.3,5.2,Very High,4.8,3,0.902,Alto,True,Muy alto,True,31.3,0.13
19,Male,India,Undergraduate,Snapchat,Entertainment,5.3,177,1.9,1.7,7.0,Medium,6.8,1,0.527,Medio,False,Alto,False,33.4,0.36
18,Male,Canada,High School,Twitter,News,6.2,212,1.8,1.2,4.7,Very High,4.2,3,0.903,Alto,True,Alto,True,34.2,0.29
19,Male,Other,Undergraduate,Facebook,Networking,5.2,171,1.8,1.7,6.5,High,6.1,2,0.682,Medio,False,Alto,False,32.9,0.35
21,Male,Other,Undergraduate,Facebook,Networking,5.5,178,2.0,3.0,5.7,High,6.0,2,0.68,Medio,False,Alto,True,32.4,0.36
20,Male,Canada,Undergraduate,Instagram,Entertainment,7.9,230,1.0,1.4,4.7,Very High,5.2,3,0.879,Alto,True,Muy alto,True,29.1,0.13
23,Male,Other,Graduate,Snapchat,Entertainment,7.7,234,1.2,1.6,5.3,Very High,4.5,3,0.911,Alto,True,Muy alto,True,30.4,0.16
20,Male,Other,Undergraduate,YouTube,Education,3.9,128,4.6,2.4,6.7,Medium,6.0,1,0.46,Bajo,False,Moderado,False,32.8,1.18
21,Female,Other,Undergraduate,LinkedIn,Education,3.9,145,2.3,2.8,6.9,Medium,6.1,1,0.55,Medio,False,Moderado,False,37.2,0.59
21,Female,Canada,Undergraduate,YouTube,Education,5.9,211,2.3,1.4,6.0,High,5.1,2,0.719,Medio,False,Alto,False,35.8,0.39
18,Male,Other,High School,Facebook,Networking,3.8,141,4.3,1.0,8.4,Low,8.3,0,0.229,Bajo,False,Bajo,False,37.1,1.13
19,Male,Other,Undergraduate,TikTok,Entertainment,7.4,221,1.0,1.1,5.5,Very High,4.1,3,0.942,Alto,True,Muy alto,True,29.9,0.14
20,Female,Other,Undergraduate,LinkedIn,Education,7.2,232,2.1,1.6,5.9,Very High,4.2,3,0.89,Alto,True,Muy alto,True,32.2,0.29
19,Male,Other,Undergraduate,TikTok,Entertainment,6.1,209,1.0,1.0,4.6,Very High,4.9,3,0.896,Alto,True,Alto,True,34.3,0.16
22,Male,India,Undergraduate,Facebook,Networking,3.9,140,3.6,1.9,8.6,Low,8.3,0,0.258,Bajo,False,Moderado,False,35.9,0.92
20,Female,Australia,Undergraduate,LinkedIn,Education,5.6,175,2.9,1.3,4.9,High,5.9,2,0.648,Medio,False,Alto,True,31.3,0.52
22,Female,Other,Undergraduate,Snapchat,Entertainment,6.3,210,1.0,2.2,5.1,Very High,5.7,3,0.85,Alto,True,Alto,True,33.3,0.16
22,Female,Other,Undergraduate,Facebook,Networking,2.3,89,6.9,2.8,9.0,Low,7.1,0,0.189,Bajo,False,Bajo,False,38.7,3.0
19,Male,India,Undergraduate,YouTube,Education,6.4,224,1.9,1.7,5.9,Very High,5.9,3,0.801,Alto,True,Muy alto,True,35.0,0.3
19,Female,USA,Undergraduate,YouTube,Education,5.2,167,3.5,2.0,7.0,High,6.7,2,0.577,Medio,False,Alto,False,32.1,0.67
21,Female,Germany,Undergraduate,LinkedIn,Education,7.1,216,1.0,1.2,5.5,Very High,4.4,3,0.925,Alto,True,Muy alto,True,30.4,0.14
23,Female,India,Graduate,Instagram,Entertainment,6.1,206,2.6,1.6,4.6,Very High,5.2,3,0.812,Alto,True,Alto,True,33.8,0.43
20,Male,Other,Undergraduate,Twitter,News,7.9,222,1.0,0.4,5.4,Very High,5.3,3,0.873,Alto,True,Muy alto,True,28.1,0.13
19,Female,Canada,Undergraduate,Twitter,News,7.4,218,1.0,0.1,4.6,Very High,5.8,3,0.844,Alto,True,Muy alto,True,29.5,0.14
20,Female,UK,Undergraduate,TikTok,Entertainment,7.1,207,1.1,1.3,5.9,Very High,4.2,3,0.932,Alto,True,Muy alto,True,29.2,0.15
24,Male,Other,Graduate,YouTube,Education,5.2,170,3.0,1.9,6.5,Very High,6.0,3,0.749,Medio,False,Alto,False,32.7,0.58
21,Male,Other,Undergraduate,Twitter,News,5.8,192,1.5,2.2,5.4,High,4.9,2,0.764,Alto,True,Alto,True,33.1,0.26
21,Female,Other,Undergraduate,YouTube,Education,5.8,177,2.1,2.3,4.9,Very High,4.1,3,0.896,Alto,True,Alto,True,30.5,0.36
19,Female,Other,Undergraduate,Twitter,News,2.2,93,5.7,3.2,7.6,Low,8.9,0,0.136,Bajo,False,Bajo,False,42.3,2.59
24,Male,Germany,Graduate,Snapchat,Entertainment,6.9,227,1.4,0.8,5.3,Very High,4.3,3,0.914,Alto,True,Muy alto,True,32.9,0.2
22,Female,Other,Undergraduate,Snapchat,Entertainment,6.9,234,1.9,1.1,4.6,Very High,4.3,3,0.893,Alto,True,Muy alto,True,33.9,0.28
20,Female,Other,Undergraduate,Facebook,Networking,6.3,182,1.0,1.7,5.9,High,5.3,2,0.762,Medio,False,Alto,True,28.9,0.16
24,Female,Other,Graduate,Twitter,News,4.4,160,3.5,3.2,6.2,Medium,6.2,1,0.494,Medio,False,Moderado,False,36.4,0.8
23,Male,Germany,Graduate,TikTok,Entertainment,3.2,106,6.0,2.9,8.9,Low,8.0,0,0.175,Bajo,False,Bajo,False,33.1,1.88
21,Female,UK,Undergraduate,Facebook,Networking,7.6,235,1.0,1.7,5.9,Very High,4.7,3,0.907,Alto,True,Muy alto,True,30.9,0.13
22,Female,Other,Undergraduate,Instagram,Entertainment,3.5,147,3.8,1.9,8.7,Medium,8.0,1,0.378,Bajo,False,Bajo,False,42.0,1.09
24,Male,Australia,Graduate,Snapchat,Entertainment,4.6,171,3.6,1.4,6.4,High,6.8,2,0.567,Medio,False,Moderado,False,37.2,0.78
21,Female,Other,Undergraduate,Twitter,News,6.1,186,2.6,1.9,4.5,Very High,5.3,3,0.806,Alto,True,Alto,True,30.5,0.43
22,Male,Other,Undergraduate,TikTok,Entertainment,3.3,117,4.7,1.6,8.2,Medium,7.4,1,0.375,Bajo,False,Bajo,False,35.5,1.42
24,Male,Other,Graduate,LinkedIn,Education,5.2,186,3.9,1.6,6.9,Medium,6.9,1,0.437,Bajo,False,Alto,False,35.8,0.75
20,Female,UK,Undergraduate,LinkedIn,Education,5.9,204,2.8,1.5,5.5,Very High,4.3,3,0.855,Alto,True,Alto,True,34.6,0.47
23,Female,Other,Graduate,Twitter,News,6.1,188,2.6,2.3,5.1,Very High,4.9,3,0.829,Alto,True,Alto,True,30.8,0.43
21,Male,Other,Undergraduate,TikTok,Entertainment,3.9,122,4.5,1.8,7.7,Medium,7.5,1,0.378,Bajo,False,Moderado,False,31.3,1.15
20,Male,Other,Undergraduate,Facebook,Networking,7.2,222,2.7,0.0,4.6,Very High,4.4,3,0.853,Alto,True,Muy alto,True,30.8,0.38
22,Female,Other,Undergraduate,LinkedIn,Education,7.9,246,1.0,1.3,5.6,Very High,5.3,3,0.873,Alto,True,Muy alto,True,31.1,0.13
18,Female,Other,High School,TikTok,Entertainment,7.5,229,1.0,0.8,5.8,Very High,4.6,3,0.913,Alto,True,Muy alto,True,30.5,0.13
24,Female,USA,Graduate,Twitter,News,6.4,222,2.9,1.4,6.0,High,5.2,2,0.688,Medio,False,Muy alto,False,34.7,0.45
21,Male,India,Undergraduate,Facebook,Networking,7.6,247,1.0,1.1,5.8,Very High,4.8,3,0.902,Alto,True,Muy alto,True,32.5,0.13
18,Female,Other,High School,Twitter,News,5.8,201,2.3,1.4,5.0,Very High,5.6,3,0.801,Alto,True,Alto,True,34.7,0.4
23,Female,Canada,Graduate,Twitter,News,2.8,95,6.2,2.7,7.4,Low,8.4,0,0.143,Bajo,False,Bajo,False,33.9,2.21
20,Male,UK,Undergraduate,Facebook,Networking,6.3,216,1.0,0.7,4.7,Very High,4.3,3,0.93,Alto,True,Alto,True,34.3,0.16
23,Female,Canada,Graduate,Snapchat,Entertainment,4.3,162,2.7,1.7,7.4,Medium,6.1,1,0.533,Medio,False,Moderado,False,37.7,0.63
20,Female,Germany,Undergraduate,Snapchat,Entertainment,8.2,244,1.0,1.3,4.8,Very High,4.0,3,0.948,Alto,True,Muy alto,True,29.8,0.12
18,Male,Other,High School,Twitter,News,6.9,220,1.0,1.0,5.9,Very High,4.1,3,0.942,Alto,True,Muy alto,True,31.9,0.14
22,Male,Other,Undergraduate,Facebook,Networking,5.7,199,2.7,0.8,4.6,High,4.8,2,0.719,Medio,False,Alto,True,34.9,0.47
24,Female,Other,Graduate,TikTok,Entertainment,5.9,208,2.5,1.9,5.8,High,5.6,2,0.682,Medio,False,Alto,True,35.3,0.42
22,Female,Other,Undergraduate,Snapchat,Entertainment,1.9,94,6.3,3.1,8.4,Low,8.1,0,0.156,Bajo,False,Bajo,False,49.5,3.32
23,Male,Other,Graduate,Snapchat,Entertainment,7.7,218,1.0,1.1,5.1,Very High,5.7,3,0.85,Alto,True,Muy alto,True,28.3,0.13
24,Male,Other,Graduate,Twitter,News,3.2,129,3.0,1.2,7.8,Medium,8.4,1,0.389,Bajo,False,Bajo,False,40.3,0.94
24,Female,Other,Graduate,TikTok,Entertainment,1.7,94,6.3,2.9,8.7,Low,8.0,0,0.162,Bajo,False,Bajo,False,55.3,3.71
21,Male,India,Undergraduate,TikTok,Entertainment,7.8,222,1.0,0.2,5.0,Very High,4.5,3,0.919,Alto,True,Muy alto,True,28.5,0.13
21,Male,Germany,Undergraduate,Instagram,Entertainment,1.9,104,6.5,2.7,8.7,Low,8.1,0,0.148,Bajo,False,Bajo,False,54.7,3.42
19,Male,USA,Undergraduate,TikTok,Entertainment,7.5,220,1.1,0.7,4.9,Very High,4.2,3,0.932,Alto,True,Muy alto,True,29.3,0.15
21,Male,USA,Undergraduate,YouTube,Education,7.1,237,1.0,0.6,5.9,Very High,4.7,3,0.907,Alto,True,Muy alto,True,33.4,0.14
20,Female,Canada,Undergraduate,Facebook,Networking,4.3,154,4.3,1.7,6.4,High,6.2,2,0.572,Medio,False,Moderado,False,35.8,1.0
23,Male,Other,Graduate,Twitter,News,8.2,241,1.0,0.9,5.7,Very High,4.9,3,0.896,Alto,True,Muy alto,True,29.4,0.12
21,Female,Other,Undergraduate,TikTok,Entertainment,8.3,234,1.0,0.6,4.6,Very High,4.8,3,0.902,Alto,True,Muy alto,True,28.2,0.12
18,Female,Other,High School,Facebook,Networking,8.1,227,1.0,1.3,4.7,Very High,5.6,3,0.856,Alto,True,Muy alto,True,28.0,0.12
19,Male,Other,Undergraduate,TikTok,Entertainment,4.8,174,3.1,1.6,7.0,High,6.1,2,0.628,Medio,False,Moderado,False,36.2,0.65
20,Female,Other,Undergraduate,YouTube,Education,2.7,107,5.5,2.8,7.8,Low,7.5,0,0.224,Bajo,False,Bajo,False,39.6,2.04
18,Male,UK,High School,LinkedIn,Education,7.5,245,1.2,1.3,5.4,Very High,4.2,3,0.928,Alto,True,Muy alto,True,32.7,0.16
24,Male,Other,Graduate,LinkedIn,Education,3.8,129,3.9,1.7,7.9,Low,8.8,0,0.217,Bajo,False,Bajo,False,33.9,1.03
21,Female,Other,Undergraduate,Instagram,Entertainment,5.9,208,2.5,1.1,4.9,High,5.6,2,0.682,Medio,False,Alto,True,35.3,0.42
23,Male,Other,Graduate,Instagram,Entertainment,3.4,147,4.4,1.3,8.4,Low,7.3,0,0.282,Bajo,False,Bajo,False,43.2,1.29
19,Male,USA,Undergraduate,Twitter,News,3.9,126,4.0,2.2,6.6,Medium,6.9,1,0.433,Bajo,False,Moderado,False,32.3,1.03
19,Male,Other,Undergraduate,TikTok,Entertainment,7.9,247,1.0,0.8,5.4,Very High,4.2,3,0.936,Alto,True,Muy alto,True,31.3,0.13
24,Male,Other,Graduate,Instagram,Entertainment,2.1,114,4.3,1.3,7.2,Low,7.2,0,0.292,Bajo,False,Bajo,False,54.3,2.05
18,Male,Other,High School,Snapchat,Entertainment,6.3,194,1.0,1.2,4.5,Very High,5.2,3,0.879,Alto,True,Alto,True,30.8,0.16
24,Male,Other,Graduate,LinkedIn,Education,4.4,137,2.4,1.4,7.5,High,6.8,2,0.617,Medio,False,Moderado,False,31.1,0.55
21,Female,Australia,Undergraduate,Twitter,News,3.7,152,2.4,2.9,6.7,Medium,6.6,1,0.517,Medio,False,Bajo,False,41.1,0.65
24,Female,USA,Graduate,YouTube,Education,7.4,228,1.0,0.3,5.9,Very High,4.3,3,0.93,Alto,True,Muy alto,True,30.8,0.14
21,Female,India,Undergraduate,LinkedIn,Education,4.4,136,4.2,1.2,6.4,High,6.4,2,0.564,Medio,False,Moderado,False,30.9,0.95
23,Male,Other,Graduate,LinkedIn,Education,2.5,120,5.3,2.9,7.1,Low,8.8,0,0.158,Bajo,False,Bajo,False,48.0,2.12
19,Female,Germany,Undergraduate,Facebook,Networking,6.5,214,1.7,2.1,5.9,Very High,5.3,3,0.844,Alto,True,Muy alto,True,32.9,0.26
21,Female,Other,Undergraduate,Twitter,News,3.7,119,5.2,1.7,8.2,Low,7.3,0,0.249,Bajo,False,Bajo,False,32.2,1.41
22,Female,Australia,Undergraduate,TikTok,Entertainment,7.6,225,1.5,0.8,5.2,Very High,4.5,3,0.898,Alto,True,Muy alto,True,29.6,0.2
18,Male,India,High School,Instagram,Entertainment,6.8,195,1.1,1.6,4.6,Very High,4.1,3,0.938,Alto,True,Muy alto,True,28.7,0.16
23,Male,Other,Graduate,Instagram,Entertainment,7.5,250,1.6,0.0,5.7,Very High,4.5,3,0.894,Alto,True,Muy alto,True,33.3,0.21
24,Female,Other,Graduate,YouTube,Education,7.1,202,1.0,0.3,4.7,Very High,4.0,3,0.948,Alto,True,Muy alto,True,28.5,0.14
24,Male,Canada,Graduate,Twitter,News,6.7,223,1.0,1.2,6.0,Very High,4.5,3,0.919,Alto,True,Muy alto,False,33.3,0.15
